Tag,Rng,ArtistNo,Title,Artist,ConstituentID,Nationality,Birth,Death,Date,Medium,CreditLine,AccessionNumber,Classification,Department,DateAcquired,ObjectID,URL,ThumbnailURL
4418,3,907,The Violinist Le Violoniste,Jean Dubuffet,1633,French,1901,1985,1944,Oil,Nina and Gordon Bunshaft Bequest,625.1994,Painting,Painting & Sculpture,12/8/1994,80124,http://www.moma.org/collection/works/80124,http://www.moma.org/media/W1siZiIsIjEyODE4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7902943e3787164e
4419,1,907,Random Site with 5 Personages from the Sites Aleatoires series,Jean Dubuffet,1633,French,1901,1985,1982,Synthetic Polymer,Nina and Gordon Bunshaft Bequest,626.1994,Painting,Painting & Sculpture,12/8/1994,80126,http://www.moma.org/collection/works/80126,http://www.moma.org/media/W1siZiIsIjE3NDgzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=793d45769948d45e
4420,4,907,Slowly Toward the North,Jean Dubuffet,5804,American,1900,1955,1942,Oil,Gift of Philip Johnson,627.1943,Painting,Painting & Sculpture,11/4/1943,80127,http://www.moma.org/collection/works/80127,http://www.moma.org/media/W1siZiIsIjIwNDYxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a69e1d3f612b0148
4421,2,907,Gregory,Jean Dubuffet,472,American,1934,0,1961,Lacquer and synthetic enamel on composition board,Larry Aldrich Foundation Fund,628.1965,Painting,Painting & Sculpture,10/7/1965,80129,http://www.moma.org/collection/works/80129,http://www.moma.org/media/W1siZiIsIjExNzMwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de6ad32477bf027e
4422,5,907,Building Facades,Jean Dubuffet,1633,French,1901,1985,1946,Oil,Nina and Gordon Bunshaft Bequest,628.1994,Painting,Painting & Sculpture,12/8/1994,80130,http://www.moma.org/collection/works/80130,http://www.moma.org/media/W1siZiIsIjE1MTQyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c8f2a9a2b9623c2
4423,3,907,Synchromy in Blue,Jean Dubuffet,3663,American,1890,1973,1917-1918,Oil,The Sidney and Harriet Janis Collection,629.1967,Painting,Painting & Sculpture,10/18/1967,80131,http://www.moma.org/collection/works/80131,http://www.moma.org/media/W1siZiIsIjI0Njc4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40a33728ebd1a3ae
4424,2,907,Head of a Girl from the Assemblages d'empreintes series,Jean Dubuffet,1633,French,1901,1985,1954,Oil,Nina and Gordon Bunshaft Bequest,630.1994,Painting,Painting & Sculpture,12/8/1994,80135,http://www.moma.org/collection/works/80135,http://www.moma.org/media/W1siZiIsIjIwOTE4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06af23a698dc3d65
4425,5,907,Window at Vers,Jean Dubuffet,1500,French,1880,1954,1912,Oil,"Abby Aldrich Rockefeller Fund, purchased in memory of Mrs. Cornelius J. Sullivan",631.1939,Painting,Painting & Sculpture,12/8/1939,80136,http://www.moma.org/collection/works/80136,http://www.moma.org/media/W1siZiIsIjIwOTE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=76195a7d758555ad
4426,2,907,"The Palace of Curtains, III",Jean Dubuffet,3692,Belgian,1898,1967,1928-1929,Oil,The Sidney and Harriet Janis Collection,631.1967,Painting,Painting & Sculpture,10/18/1967,80137,http://www.moma.org/collection/works/80137,http://www.moma.org/media/W1siZiIsIjI2MzU0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=72ea9e3ea0e52dc7
4427,5,907,"Solution of Continuity, 24",Jean Dubuffet,1582,Japanese,1928,2013,1964,Oil,Gift of Mr. and Mrs. David Kluger,631.1977,Painting,Painting & Sculpture,12/13/1977,80138,http://www.moma.org/collection/works/80138,http://www.moma.org/media/W1siZiIsIjIwOTE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=281f69619fb08816
4428,2,907,Chairman of the Board,Jean Dubuffet,1974,American,1928,2011,1971,Synthetic Polymer,Nina and Gordon Bunshaft Bequest,631.1994,Painting,Painting & Sculpture,12/8/1994,80139,http://www.moma.org/collection/works/80139,http://www.moma.org/media/W1siZiIsIjcwMzA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e11ed9760b59c4c2
4429,5,907,The Leaf of the Artichoke Is an Owl,Jean Dubuffet,2252,American,1904,1948,1944,Oil,Sidney and Harriet Janis Collection Fund,632.1977,Painting,Painting & Sculpture,12/13/1977,80143,http://www.moma.org/collection/works/80143,http://www.moma.org/media/W1siZiIsIjIwNDMzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4ed6008b531229b6
4430,2,907,Echo of a Scream,Jean Dubuffet,5454,Mexican,1896,1974,1937,Enamel on wood,Gift of Edward M. M. Warburg,633.1939,Painting,Painting & Sculpture,12/8/1939,80144,http://www.moma.org/collection/works/80144,http://www.moma.org/media/W1siZiIsIjE1MTQyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8d3ccb7deec9872
4431,3,907,Savanna,Jean Dubuffet,217,Colombian,1912,1995,1942,Oil,Inter-American Fund,633.1942,Painting,Painting & Sculpture,12/29/1942,80145,http://www.moma.org/collection/works/80145,http://www.moma.org/media/W1siZiIsIjI0ODcyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56782c1a6423f273
4432,4,907,Tableau no. 2 / Composition no. V,Jean Dubuffet,4057,Dutch,1872,1944,1914,Oil,The Sidney and Harriet Janis Collection,633.1967,Painting,Painting & Sculpture,10/18/1967,80146,http://www.moma.org/collection/works/80146,http://www.moma.org/media/W1siZiIsIjM4NjUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34020e30a98fb64a
4433,2,907,The Mirror,Jean Dubuffet,6624,French,1881,1955,1925,Oil,Nina and Gordon Bunshaft Bequest,633.1994,Painting,Painting & Sculpture,12/8/1994,80147,http://www.moma.org/collection/works/80147,http://www.moma.org/media/W1siZiIsIjE1MTQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3cf36ff916a7dccd
4434,5,907,Two Female Models in the Studio,Jean Dubuffet,4529,American,1924,0,1967,Oil,Gift of Mr. and Mrs. Stephen B. Booke,634.1973,Painting,Painting & Sculpture,12/31/1973,80150,http://www.moma.org/collection/works/80150,http://www.moma.org/media/W1siZiIsIjE1MTQyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=867d1ca9361dfd06
4435,2,907,Bowl of Fruit,Jean Dubuffet,3409,French,1885,1954,1922,Glazed stoneware,Gift of Dr. and Mrs. Arthur Luce Klein,634.1977,Painting,Painting & Sculpture,12/13/1977,80151,http://www.moma.org/collection/works/80151,http://www.moma.org/media/W1siZiIsIjcyODYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=74d912c1b0fc1ea9
4436,5,907,Composition with Red and Blue,Jean Dubuffet,4057,Dutch,1872,1944,1933,Oil,The Sidney and Harriet Janis Collection,635.1967,Painting,Painting & Sculpture,10/18/1967,80153,http://www.moma.org/collection/works/80153,http://www.moma.org/media/W1siZiIsIjE1OTEzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=639cf9e6251f11ab
4437,2,907,"""Or The Mocked Mocker""",Jean Dubuffet,3130,German,1879,1940,1930,Oil,Gift of J. B. Neumann,637.1939,Painting,Painting & Sculpture,12/8/1939,80157,http://www.moma.org/collection/works/80157,http://www.moma.org/media/W1siZiIsIjIxMTczOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=949f3d194ac566b4
4438,5,907,"Composition in Yellow, Blue, and White, I",Jean Dubuffet,4057,Dutch,1872,1944,1937,Oil,The Sidney and Harriet Janis Collection,637.1967,Painting,Painting & Sculpture,10/18/1967,80158,http://www.moma.org/collection/works/80158,http://www.moma.org/media/W1siZiIsIjIyMzY5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=74bbfec8902d053d
4439,1,907,"Composition in Red, Blue, and Yellow",Jean Dubuffet,4057,Dutch,1872,1944,1937-1942,Oil,The Sidney and Harriet Janis Collection,638.1967,Painting,Painting & Sculpture,10/18/1967,80160,http://www.moma.org/collection/works/80160,http://www.moma.org/media/W1siZiIsIjI2NTg4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6b61bce459ba4a44
4440,5,907,Accident in the Air,Jean Dubuffet,4845,American,1905,1979,1939,Oil,"Gift of the New York World's Fair, 1939",641.1939,Painting,Painting & Sculpture,12/8/1939,80161,http://www.moma.org/collection/works/80161,http://www.moma.org/media/W1siZiIsIjIwOTIwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8699c6532a956bab
4441,1,907,"Glass, Guitar, and Bottle",Jean Dubuffet,4609,Spanish,1881,1973,1913,Oil,The Sidney and Harriet Janis Collection,641.1967,Painting,Painting & Sculpture,10/18/1967,80162,http://www.moma.org/collection/works/80162,http://www.moma.org/media/W1siZiIsIjIwMDUzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d53c391691928fac
4442,4,907,The Balcony,Jean Dubuffet,507,Cuban,1914,2008,1941,Oil,"Gift of Edgar Kaufmann, Jr.",644.1942,Painting,Painting & Sculpture,12/29/1942,80165,http://www.moma.org/collection/works/80165,http://www.moma.org/media/W1siZiIsIjE2MTM3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4adabb5a66d384d
4443,2,907,Painter and Model,Jean Dubuffet,4609,Spanish,1881,1973,1928,Oil,The Sidney and Harriet Janis Collection,644.1967,Painting,Painting & Sculpture,10/18/1967,80166,http://www.moma.org/collection/works/80166,http://www.moma.org/media/W1siZiIsIjE1MTQzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b00d39665d28cea
4444,5,907,The Scream,Jean Dubuffet,76,American,1948,0,1976,Synthetic Polymer,Betsy Babcock Fund,644.1983,Painting,Painting & Sculpture,10/11/1983,80167,http://www.moma.org/collection/works/80167,http://www.moma.org/media/W1siZiIsIjc0MTc0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=00a7ebdcf1d8acb8
4445,2,907,New Chicago Athletic Club,Jean Dubuffet,517,Argentine,1905,1981,1937,Oil,Inter-American Fund,645.1942,Painting,Painting & Sculpture,12/29/1942,80169,http://www.moma.org/collection/works/80169,http://www.moma.org/media/W1siZiIsIjE2MTM3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=340b3a0d5910cfa7
4446,5,907,Free Form,Jean Dubuffet,4675,American,1912,1956,1946,Oil,The Sidney and Harriet Janis Collection,645.1967,Painting,Painting & Sculpture,10/18/1967,80170,http://www.moma.org/collection/works/80170,http://www.moma.org/media/W1siZiIsIjE1MTQzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=de19e207c188ea4c
4447,1,907,Odol,Jean Dubuffet,1412,American,1892,1964,1924,Oil,Mary Sisler Bequest by exchange and purchase,645.1997,Painting,Painting & Sculpture,12/16/1997,80171,http://www.moma.org/collection/works/80171,http://www.moma.org/media/W1siZiIsIjMyMTkwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=98635f6c39328a68
4448,3,907,The Sleeping Gypsy,Jean Dubuffet,5056,French,1844,1910,1897,Oil,Gift of Mrs. Simon Guggenheim,646.1939,Painting,Painting & Sculpture,12/8/1939,80172,http://www.moma.org/collection/works/80172,http://www.moma.org/media/W1siZiIsIjE1MTQzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d8afee04c0454b41
4449,3,907,"Marilyn Monroe, I",Jean Dubuffet,5021,American,1933,2017,1962,Oil,The Sidney and Harriet Janis Collection,646.1967,Painting,Painting & Sculpture,10/18/1967,80174,http://www.moma.org/collection/works/80174,http://www.moma.org/media/W1siZiIsIjE1MTQzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=967bc429f05e701f
4450,4,907,Conversion to Her,Jean Dubuffet,1145,Italian,1952,0,1983,"Paint on plaster on styrofoam and fiberglass, three panels",Anne and Sid Bass Fund,646.1983.a-c,Painting,Painting & Sculpture,10/11/1983,80175,http://www.moma.org/collection/works/80175,http://www.moma.org/media/W1siZiIsIjIxMTc0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=13ce11c55b263c91
4451,5,907,No. F,Jean Dubuffet,3315,Japanese,1929,0,1959,Oil,Sid R. Bass Fund,646.1997,Painting,Painting & Sculpture,12/16/1997,80176,http://www.moma.org/collection/works/80176,http://www.moma.org/media/W1siZiIsIjE1MTQzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6e52ffe35acc38b4
4452,1,907,"No. 14 Horizontals, White over Darks",Jean Dubuffet,5047,American,1903,1970,1961,Oil,The Sidney and Harriet Janis Collection,647.1967,Painting,Painting & Sculpture,10/18/1967,80177,http://www.moma.org/collection/works/80177,http://www.moma.org/media/W1siZiIsIjIwMjkzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c866a0c70ef22f93
4453,3,907,Fez 2,Jean Dubuffet,5640,American,1936,0,1964,Fluorescent alkyd on canvas,Gift of Lita Hornick,647.1997,Painting,Painting & Sculpture,12/16/1997,80178,http://www.moma.org/collection/works/80178,http://www.moma.org/media/W1siZiIsIjY2MjQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1ed20a6ab5a24794
4454,4,907,Painting 1943,Jean Dubuffet,4293,British,1894,1982,1943,Gouache,Nina and Gordon Bunshaft Bequest,648.1994,Painting,Painting & Sculpture,12/8/1994,80179,http://www.moma.org/collection/works/80179,http://www.moma.org/media/W1siZiIsIjE2Njk0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=044f2acf7ddecc8b
4455,4,907,Bird Blast,Jean Dubuffet,7673,American,1956,0,1997,"Pills, leaves, collage, synthetic polymer paint, and resin on wood panel",Gift of Douglas S. Cramer,648.1997,Painting,Painting & Sculpture,12/16/1997,80180,http://www.moma.org/collection/works/80180,http://www.moma.org/media/W1siZiIsIjE2MDU0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2991f673164acb4
4456,5,907,Cleopatra's Barge,Jean Dubuffet,383,French,1873,1958,1939,Oil,Abby Aldrich Rockefeller Fund,649.1939,Painting,Painting & Sculpture,12/8/1939,80181,http://www.moma.org/collection/works/80181,http://www.moma.org/media/W1siZiIsIjIxMTc0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9665593b3acccddf
4457,3,907,Sea Grasses and Blue Sea,Jean Dubuffet,250,American,1885,1965,1958,Oil,Gift of friends of the artist,649.1959,Painting,Painting & Sculpture,12/19/1958,80182,http://www.moma.org/collection/works/80182,http://www.moma.org/media/W1siZiIsIjE1MTQzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a58206dd5d569142
4458,2,907,Gouache 1940-43,Jean Dubuffet,4293,British,1894,1982,1940-1943,Gouache,Nina and Gordon Bunshaft Bequest,649.1994,Painting,Painting & Sculpture,12/8/1994,80184,http://www.moma.org/collection/works/80184,http://www.moma.org/media/W1siZiIsIjE2Njk0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5029d52ec9dc3002
4459,4,907,Umbrella and Bowler,Jean Dubuffet,6624,French,1881,1955,1926,Oil,A. Conger Goodyear Fund,650.1959,Painting,Painting & Sculpture,6/11/1959,80186,http://www.moma.org/collection/works/80186,http://www.moma.org/media/W1siZiIsIjE1MDkxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=076e835a89d9c98a
4460,1,907,"Figure, I",Jean Dubuffet,660,Argentine,1929,1994,1964,Synthetic Polymer,Inter-American Fund,650.1964,Painting,Painting & Sculpture,11/10/1964,80187,http://www.moma.org/collection/works/80187,http://www.moma.org/media/W1siZiIsIjcwMzAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1b1a62593022ddfa
4461,5,907,Gouache 1938-42,Jean Dubuffet,4293,British,1894,1982,1938-1942,Gouache,Nina and Gordon Bunshaft Bequest,650.1994,Painting,Painting & Sculpture,12/8/1994,80189,http://www.moma.org/collection/works/80189,http://www.moma.org/media/W1siZiIsIjE2Njk0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8c363434796e7b98
4462,4,907,Hans Tietze and Erica Tietze-Conrat,Jean Dubuffet,3197,Austrian,1886,1980,1909,Oil,Abby Aldrich Rockefeller Fund,651.1939,Painting,Painting & Sculpture,12/8/1939,80190,http://www.moma.org/collection/works/80190,http://www.moma.org/media/W1siZiIsIjY5MjI3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=baa8262739930838
4463,4,907,Abraham,Jean Dubuffet,4285,American,1905,1970,1949,Oil,Philip Johnson Fund,651.1959,Painting,Painting & Sculpture,6/11/1959,80191,http://www.moma.org/collection/works/80191,http://www.moma.org/media/W1siZiIsIjIwNzI4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51c2b93e1c9a4251
4464,2,907,Homage to the Square: Two Whites Between Two Yellows,Jean Dubuffet,97,American,1888,1976,1958,Oil,Mary Sisler Bequest,651.199,Painting,Painting & Sculpture,12/10/1990,80192,http://www.moma.org/collection/works/80192,http://www.moma.org/media/W1siZiIsIjE1NzQ3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7732719837651b74
4465,3,907,Number 3,Jean Dubuffet,5896,American,1899,1953,1953,Oil,Gift of John E. Hutchins in memory of Frances E. Marder Hutchins,655.1959,Painting,Painting & Sculpture,4/22/1959,80197,http://www.moma.org/collection/works/80197,http://www.moma.org/media/W1siZiIsIjIwOTIxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f6bb8fb582fd6698
4466,2,907,1944-N No. 2,Jean Dubuffet,5665,American,1904,1980,1944,Oil,The Sidney and Harriet Janis Collection,655.1967,Painting,Painting & Sculpture,10/18/1967,80198,http://www.moma.org/collection/works/80198,http://www.moma.org/media/W1siZiIsIjIxNjU1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a24627ddd8e9a6ad
4467,4,907,The Laugh,Jean Dubuffet,624,Italian,1882,1916,1911,Oil,Gift of Herbert and Nannette Rothschild,656.1959,Painting,Painting & Sculpture,9/15/1959,80199,http://www.moma.org/collection/works/80199,http://www.moma.org/media/W1siZiIsIjQyMTk1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8760027139aa70eb
4468,2,907,The Fourth Dimension,Jean Dubuffet,5724,American,1894,1967,1938,Oil,The Sidney and Harriet Janis Collection,656.1967,Painting,Painting & Sculpture,10/18/1967,80200,http://www.moma.org/collection/works/80200,http://www.moma.org/media/W1siZiIsIjE2MjA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f54f714059c7cce9
4469,1,907,The Clock,Jean Dubuffet,2419,American,1913,1980,1956-1957,Oil,Gift of Mrs. Bliss Parkinson,659.1959,Painting,Painting & Sculpture,9/15/1959,80202,http://www.moma.org/collection/works/80202,http://www.moma.org/media/W1siZiIsIjE3OTQxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18f16c5f1aaa8a0b
4470,5,907,Capella 4B,Jean Dubuffet,6109,French,1908,1997,1965,Tempera,The Sidney and Harriet Janis Collection,660.1967,Painting,Painting & Sculpture,10/18/1967,80205,http://www.moma.org/collection/works/80205,http://www.moma.org/media/W1siZiIsIjE2ODc2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=22650b4df7073ce9
4471,2,907,The Pantheon,Jean Dubuffet,6175,French,1861,1936,1933,Oil,The Sidney and Harriet Janis Collection,661.1967,Painting,Painting & Sculpture,10/18/1967,80207,http://www.moma.org/collection/works/80207,http://www.moma.org/media/W1siZiIsIjMwMzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e9339323acad73b
4472,4,907,Before Entering the Ring,Jean Dubuffet,652,French,1883,1970,1930-1935,Oil,Abby Aldrich Rockefeller Fund,662.1939,Painting,Painting & Sculpture,12/8/1939,80208,http://www.moma.org/collection/works/80208,http://www.moma.org/media/W1siZiIsIjIwOTIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=40e722f49acc34ba
4473,3,907,Sacrifice,Jean Dubuffet,5597,American,1922,1997,1948,Oil,Gift of William Rubin,662.197,Painting,Painting & Sculpture,1/12/1971,80210,http://www.moma.org/collection/works/80210,http://www.moma.org/media/W1siZiIsIjIyNTE2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c74338649c7e449c
4474,1,907,Hill,Jean Dubuffet,4705,Brazilian,1903,1962,1933,Oil,Abby Aldrich Rockefeller Fund,663.1939,Painting,Painting & Sculpture,12/8/1939,80211,http://www.moma.org/collection/works/80211,http://www.moma.org/media/W1siZiIsIjE1ODEzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db3011d646e7b9be
4475,4,907,The Ferryman of the Moselle,Jean Dubuffet,4592,French,1872,1943,1934,Oil,Abby Aldrich Rockefeller Fund,664.1939,Painting,Painting & Sculpture,12/8/1939,80213,http://www.moma.org/collection/works/80213,http://www.moma.org/media/W1siZiIsIjIwOTIyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ca818bba9840509
4476,1,907,Homage to the Square: Broad Call,Jean Dubuffet,97,American,1888,1976,1967,Oil,The Sidney and Harriet Janis Collection,664.1967,Painting,Painting & Sculpture,10/18/1967,80216,http://www.moma.org/collection/works/80216,http://www.moma.org/media/W1siZiIsIjE2MjA1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d642e1b72fbc4559
4477,2,907,Untitled Malibu Series,Jean Dubuffet,2703,American,1936,0,1969,Epoxy resin on fiberglass with copper rivets,Fractional gift of Charles Cowles,664.197,Painting,Painting & Sculpture,2/9/1971,80217,http://www.moma.org/collection/works/80217,http://www.moma.org/media/W1siZiIsIjE2Njk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2db0d9a91908e2bf
4478,1,907,Six White Rainbows,Jean Dubuffet,1547,American,1935,0,1961,Oil,Mary Sisler Bequest,665.199,Painting,Painting & Sculpture,12/10/1990,80219,http://www.moma.org/collection/works/80219,http://www.moma.org/media/W1siZiIsIjIzMjc0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c994690a38ce3c1b
4479,4,907,Water Lilies,Jean Dubuffet,4058,French,1840,1926,1914-1926,Oil,Mrs. Simon Guggenheim Fund,666.1959.a-c,Painting,Painting & Sculpture,9/15/1959,80220,http://www.moma.org/collection/works/80220,http://www.moma.org/media/W1siZiIsIjI0Njc4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=153d727c913cbd0f
4480,3,907,Modern Painting with Bolt,Jean Dubuffet,3542,American,1923,1997,1967,Synthetic Polymer,The Sidney and Harriet Janis Collection,666.1967,Painting,Painting & Sculpture,10/18/1967,80221,http://www.moma.org/collection/works/80221,http://www.moma.org/media/W1siZiIsIjE2MjA1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=413abdece7838027
4481,4,907,Tattoo,Jean Dubuffet,1547,American,1935,0,1961,Oil,Mary Sisler Bequest,666.199,Painting,Painting & Sculpture,12/10/1990,80222,http://www.moma.org/collection/works/80222,http://www.moma.org/media/W1siZiIsIjE1MTQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9227b56267f6aa0
4482,3,907,Reason and Instinct â€” Sun and Moon,Jean Dubuffet,1308,Italian,1926,0,1958,Oil,Purchase,667.1959,Painting,Painting & Sculpture,10/15/1959,80223,http://www.moma.org/collection/works/80223,http://www.moma.org/media/W1siZiIsIjIwOTIyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c82f168a4c745cf6
